point,apdex
2024-04-25 08:18:00,315.566
2024-04-25 08:19:00,316.664
2024-04-25 08:20:00,315.081
2024-04-25 08:21:00,314.932
2024-04-25 08:22:00,308.776
2024-04-25 08:23:00,302.888
2024-04-25 08:24:00,304.831
2024-04-25 08:25:00,308.27
2024-04-25 08:26:00,308.095
2024-04-25 08:27:00,304.938
2024-04-25 08:28:00,305.181
2024-04-25 08:29:00,310.815
2024-04-25 08:30:00,312.37
2024-04-25 08:31:00,315.702
2024-04-25 08:32:00,315.176
2024-04-25 08:33:00,315.811
2024-04-25 08:34:00,310.396
2024-04-25 08:35:00,303.948
2024-04-25 08:36:00,304.221
2024-04-25 08:37:00,317.06
2024-04-25 08:38:00,318.133
2024-04-25 08:39:00,305.13
2024-04-25 08:40:00,310.23
2024-04-25 08:41:00,316.868
2024-04-25 08:42:00,315.497
2024-04-25 08:43:00,312.868
2024-04-25 08:44:00,309.993
2024-04-25 08:45:00,310.052
2024-04-25 08:46:00,305.907
2024-04-25 08:47:00,306.141
2024-04-25 08:48:00,305.568
2024-04-25 08:49:00,310.415
2024-04-25 08:50:00,319.996
2024-04-25 08:51:00,315.139
2024-04-25 08:52:00,302.796
2024-04-25 08:53:00,313.275
2024-04-25 08:54:00,316.332
2024-04-25 08:55:00,317.295
2024-04-25 08:56:00,319.207
2024-04-25 08:57:00,317.538
2024-04-25 08:58:00,314.75
2024-04-25 08:59:00,318.967
2024-04-25 09:00:00,319.993
2024-04-25 09:01:00,319.584
2024-04-25 09:02:00,330.209
2024-04-25 09:03:00,321.93
2024-04-25 09:04:00,319.102
2024-04-25 09:05:00,317.895
2024-04-25 09:06:00,320.325
2024-04-25 09:07:00,320.259
2024-04-25 09:08:00,316.525
2024-04-25 09:09:00,309.597
2024-04-25 09:10:00,304.043
2024-04-25 09:11:00,303.979
2024-04-25 09:12:00,308.937
2024-04-25 09:13:00,316.257
2024-04-25 09:14:00,315.727
2024-04-25 09:15:00,305.473
2024-04-25 09:16:00,305.022
2024-04-25 09:17:00,304.548
2024-04-25 09:18:00,313.477
2024-04-25 09:19:00,321.24
2024-04-25 09:20:00,327.244
2024-04-25 09:21:00,321.459
2024-04-25 09:22:00,306.215
2024-04-25 09:23:00,309.691
2024-04-25 09:24:00,314.037
2024-04-25 09:25:00,316.772
2024-04-25 09:26:00,320.56
2024-04-25 09:27:00,319.476
2024-04-25 09:28:00,315.496
2024-04-25 09:29:00,315.746
2024-04-25 09:30:00,309.678
2024-04-25 09:31:00,319.445
2024-04-25 09:32:00,320.329
2024-04-25 09:33:00,325.073
2024-04-25 09:34:00,321.302
2024-04-25 09:35:00,316.973
2024-04-25 09:36:00,316.953
2024-04-25 09:37:00,321.635
2024-04-25 09:38:00,321.221
2024-04-25 09:39:00,316.797
2024-04-25 09:40:00,316.426
2024-04-25 09:41:00,316.011
2024-04-25 09:42:00,311.596
2024-04-25 09:43:00,317.336
2024-04-25 09:44:00,316.566
2024-04-25 09:45:00,316.337
2024-04-25 09:46:00,318.042
2024-04-25 09:47:00,316.069
2024-04-25 09:48:00,318.431
2024-04-25 09:49:00,320.152
2024-04-25 09:50:00,321.348
2024-04-25 09:51:00,324.761
2024-04-25 09:52:00,320.256
2024-04-25 09:53:00,318.752
2024-04-25 09:54:00,326.298
2024-04-25 09:55:00,327.032
2024-04-25 09:56:00,320.572
2024-04-25 09:57:00,324.967
2024-04-25 09:58:00,324.112
2024-04-25 09:59:00,316.666
2024-04-25 10:00:00,318.611
2024-04-25 10:01:00,317.649
2024-04-25 10:02:00,317.829
2024-04-25 10:03:00,317.166
2024-04-25 10:04:00,320.176
2024-04-25 10:05:00,320.388
2024-04-25 10:06:00,316.082
2024-04-25 10:07:00,315.572
2024-04-25 10:08:00,315.36
2024-04-25 10:09:00,319.193
2024-04-25 10:10:00,319.649
2024-04-25 10:11:00,317.063
2024-04-25 10:12:00,322.231
2024-04-25 10:13:00,320.92
2024-04-25 10:14:00,313.735
2024-04-25 10:15:00,326.877
2024-04-25 10:16:00,328.46
2024-04-25 10:17:00,321.052
2024-04-25 10:18:00,314.844
2024-04-25 10:19:00,307.514
2024-04-25 10:20:00,309.609
2024-04-25 10:21:00,315.855
2024-04-25 10:22:00,318.605
2024-04-25 10:23:00,321.58
2024-04-25 10:24:00,318.803
2024-04-25 10:25:00,316.358
2024-04-25 10:26:00,310.241
2024-04-25 10:27:00,307.332
2024-04-25 10:28:00,307.385
2024-04-25 10:29:00,323.652
2024-04-25 10:30:00,331.066
2024-04-25 10:31:00,319.109
2024-04-25 10:32:00,322.153
2024-04-25 10:33:00,319.959
2024-04-25 10:34:00,321.367
2024-04-25 10:35:00,323.801
2024-04-25 10:36:00,318.784
2024-04-25 10:37:00,316.317
2024-04-25 10:38:00,310.482
2024-04-25 10:39:00,311.103
2024-04-25 10:40:00,316.624
2024-04-25 10:41:00,316.301
2024-04-25 10:42:00,316.253
2024-04-25 10:43:00,305.778
2024-04-25 10:44:00,314.331
2024-04-25 10:45:00,315.626
2024-04-25 10:46:00,321.802
2024-04-25 10:47:00,327.576
2024-04-25 10:48:00,313.433
2024-04-25 10:49:00,305.311
2024-04-25 10:50:00,305.342
2024-04-25 10:51:00,305.794
2024-04-25 10:52:00,303.142
2024-04-25 10:53:00,313.536
2024-04-25 10:54:00,315.042
2024-04-25 10:55:00,319.235
2024-04-25 10:56:00,315.291
2024-04-25 10:57:00,319.134
2024-04-25 10:58:00,320.622
2024-04-25 10:59:00,317.287
2024-04-25 11:00:00,317.412
2024-04-25 11:01:00,316.358
2024-04-25 11:02:00,315.42
2024-04-25 11:03:00,317.028
2024-04-25 11:04:00,317.93
2024-04-25 11:05:00,320.427
2024-04-25 11:06:00,309.487
2024-04-25 11:07:00,318.223
2024-04-25 11:08:00,318.677
2024-04-25 11:09:00,312.284
2024-04-25 11:10:00,322.215
2024-04-25 11:11:00,321.102
2024-04-25 11:12:00,314.504
2024-04-25 11:13:00,317.96
2024-04-25 11:14:00,321.276
2024-04-25 11:15:00,320.386
2024-04-25 11:16:00,319.938
2024-04-25 11:17:00,329.767
2024-04-25 11:18:00,329.671
2024-04-25 11:19:00,315.51
2024-04-25 11:20:00,313.75
2024-04-25 11:21:00,307.717
2024-04-25 11:22:00,313.804
2024-04-25 11:23:00,314.872
2024-04-25 11:24:00,319.456
2024-04-25 11:25:00,309.074
2024-04-25 11:26:00,302.945
2024-04-25 11:27:00,313.708
2024-04-25 11:28:00,313.643
2024-04-25 11:29:00,317.985
2024-04-25 11:30:00,320.896
2024-04-25 11:31:00,321.0
2024-04-25 11:32:00,322.658
2024-04-25 11:33:00,316.71
2024-04-25 11:34:00,315.643
2024-04-25 11:35:00,317.024
2024-04-25 11:36:00,317.767
2024-04-25 11:37:00,315.119
2024-04-25 11:38:00,316.086
2024-04-25 11:39:00,320.121
2024-04-25 11:40:00,313.6
2024-04-25 11:41:00,319.898
2024-04-25 11:42:00,321.161
2024-04-25 11:43:00,308.526
2024-04-25 11:44:00,315.61
2024-04-25 11:45:00,317.234
2024-04-25 11:46:00,305.115
2024-04-25 11:47:00,313.392
2024-04-25 11:48:00,320.264
2024-04-25 11:49:00,322.502
2024-04-25 11:50:00,317.007
2024-04-25 11:51:00,315.28
2024-04-25 11:52:00,312.164
2024-04-25 11:53:00,318.592
2024-04-25 11:54:00,318.337
2024-04-25 11:55:00,317.392
2024-04-25 11:56:00,315.775
2024-04-25 11:57:00,318.665
2024-04-25 11:58:00,308.524
2024-04-25 11:59:00,309.299
2024-04-25 12:00:00,328.819
2024-04-25 12:01:00,324.188
2024-04-25 12:02:00,314.641
2024-04-25 12:03:00,316.712
2024-04-25 12:04:00,316.829
2024-04-25 12:05:00,315.506
2024-04-25 12:06:00,315.391
2024-04-25 12:07:00,318.015
2024-04-25 12:08:00,317.657
2024-04-25 12:09:00,319.567
2024-04-25 12:10:00,318.966
2024-04-25 12:11:00,318.687
2024-04-25 12:12:00,323.893
2024-04-25 12:13:00,322.267
2024-04-25 12:14:00,315.658
2024-04-25 12:15:00,319.628
2024-04-25 12:16:00,324.092
2024-04-25 12:17:00,325.176
2024-04-25 12:18:00,320.595
2024-04-25 12:19:00,315.969
2024-04-25 12:20:00,317.109
2024-04-25 12:21:00,306.647
2024-04-25 12:22:00,309.333
2024-04-25 12:23:00,315.383
2024-04-25 12:24:00,311.817
2024-04-25 12:25:00,315.973
2024-04-25 12:26:00,319.867
2024-04-25 12:27:00,322.504
2024-04-25 12:28:00,326.287
2024-04-25 12:29:00,317.168
2024-04-25 12:30:00,318.575
2024-04-25 12:31:00,320.883
2024-04-25 12:32:00,309.192
2024-04-25 12:33:00,318.435
2024-04-25 12:34:00,330.214
2024-04-25 12:35:00,330.153
2024-04-25 12:36:00,316.848
2024-04-25 12:37:00,315.451
2024-04-25 12:38:00,314.786
2024-04-25 12:39:00,320.49
2024-04-25 12:40:00,320.886
2024-04-25 12:41:00,318.972
2024-04-25 12:42:00,329.026
2024-04-25 12:43:00,326.087
2024-04-25 12:44:00,319.215
2024-04-25 12:45:00,309.218
2024-04-25 12:46:00,309.009
2024-04-25 12:47:00,308.145
2024-04-25 12:48:00,314.855
2024-04-25 12:49:00,316.671
2024-04-25 12:50:00,316.758
2024-04-25 12:51:00,320.918
2024-04-25 12:52:00,320.524
2024-04-25 12:53:00,310.486
2024-04-25 12:54:00,315.848
2024-04-25 12:55:00,316.506
2024-04-25 12:56:00,303.789
2024-04-25 12:57:00,320.876
2024-04-25 12:58:00,324.441
2024-04-25 12:59:00,331.466
2024-04-25 13:00:00,331.874
2024-04-25 13:01:00,321.766
2024-04-25 13:02:00,321.478
2024-04-25 13:03:00,317.543
2024-04-25 13:04:00,317.274
2024-04-25 13:05:00,315.659
2024-04-25 13:06:00,316.215
2024-04-25 13:07:00,314.844
2024-04-25 13:08:00,316.886
2024-04-25 13:09:00,319.754
2024-04-25 13:10:00,318.963
2024-04-25 13:11:00,321.806
2024-04-25 13:12:00,320.438
2024-04-25 13:13:00,329.772
2024-04-25 13:14:00,331.641
2024-04-25 13:15:00,316.9
2024-04-25 13:16:00,317.638
2024-04-25 13:17:00,316.128
2024-04-25 13:18:00,309.627
2024-04-25 13:19:00,314.619
2024-04-25 13:20:00,317.475
2024-04-25 13:21:00,318.126
2024-04-25 13:22:00,315.195
2024-04-25 13:23:00,311.623
2024-04-25 13:24:00,319.268
2024-04-25 13:25:00,317.256
2024-04-25 13:26:00,314.96
2024-04-25 13:27:00,318.953
2024-04-25 13:28:00,308.229
2024-04-25 13:29:00,302.809
2024-04-25 13:30:00,315.14
2024-04-25 13:31:00,316.796
2024-04-25 13:32:00,316.495
2024-04-25 13:33:00,316.373
2024-04-25 13:34:00,316.614
2024-04-25 13:35:00,316.539
2024-04-25 13:36:00,316.619
2024-04-25 13:37:00,316.386
2024-04-25 13:38:00,316.879
2024-04-25 13:39:00,317.837
2024-04-25 13:40:00,319.796
2024-04-25 13:41:00,319.583
2024-04-25 13:42:00,315.03
2024-04-25 13:43:00,305.111
2024-04-25 13:44:00,305.253
2024-04-25 13:45:00,315.149
2024-04-25 13:46:00,318.267
2024-04-25 13:47:00,323.821
2024-04-25 13:48:00,328.288
2024-04-25 13:49:00,318.533
2024-04-25 13:50:00,315.695
2024-04-25 13:51:00,316.923
2024-04-25 13:52:00,317.293
2024-04-25 13:53:00,304.781
2024-04-25 13:54:00,318.023
2024-04-25 13:55:00,319.307
2024-04-25 13:56:00,316.051
2024-04-25 13:57:00,317.832
2024-04-25 13:58:00,318.921
2024-04-25 13:59:00,315.313
2024-04-25 14:00:00,316.112
2024-04-25 14:01:00,327.907
2024-04-25 14:02:00,330.685
2024-04-25 14:03:00,314.896
2024-04-25 14:04:00,319.262
2024-04-25 14:05:00,319.166
2024-04-25 14:06:00,314.085
2024-04-25 14:07:00,316.023
2024-04-25 14:08:00,317.616
2024-04-25 14:09:00,317.332
2024-04-25 14:10:00,316.837
2024-04-25 14:11:00,311.269
2024-04-25 14:12:00,305.652
2024-04-25 14:13:00,317.05
2024-04-25 14:14:00,321.705
2024-04-25 14:15:00,321.433
2024-04-25 14:16:00,320.909
2024-04-25 14:17:00,318.573
2024-04-25 14:18:00,318.66
2024-04-25 14:19:00,317.238
2024-04-25 14:20:00,315.227
2024-04-25 14:21:00,317.014
2024-04-25 14:22:00,318.54
2024-04-25 14:23:00,316.494
2024-04-25 14:24:00,317.578
2024-04-25 14:25:00,323.697
2024-04-25 14:26:00,316.475
2024-04-25 14:27:00,322.091
2024-04-25 14:28:00,321.058
2024-04-25 14:29:00,321.368
2024-04-25 14:30:00,315.778
2024-04-25 14:31:00,313.978
2024-04-25 14:32:00,319.105
2024-04-25 14:33:00,316.17
2024-04-25 14:34:00,313.221
2024-04-25 14:35:00,317.566
2024-04-25 14:36:00,316.673
2024-04-25 14:37:00,313.442
2024-04-25 14:38:00,313.124
2024-04-25 14:39:00,316.728
2024-04-25 14:40:00,319.223
2024-04-25 14:41:00,320.777
2024-04-25 14:42:00,316.614
2024-04-25 14:43:00,319.658
2024-04-25 14:44:00,310.377
2024-04-25 14:45:00,309.346
2024-04-25 14:46:00,313.526
2024-04-25 14:47:00,321.53
2024-04-25 14:48:00,317.749
2024-04-25 14:49:00,317.665
2024-04-25 14:50:00,321.577
2024-04-25 14:51:00,320.309
2024-04-25 14:52:00,321.501
2024-04-25 14:53:00,316.619
2024-04-25 14:54:00,315.396
2024-04-25 14:55:00,316.779
2024-04-25 14:56:00,316.938
2024-04-25 14:57:00,316.541
2024-04-25 14:58:00,318.505
2024-04-25 14:59:00,320.189
2024-04-25 15:00:00,315.61
2024-04-25 15:01:00,315.39
2024-04-25 15:02:00,315.048
2024-04-25 15:03:00,317.346
2024-04-25 15:04:00,317.409
2024-04-25 15:05:00,316.496
2024-04-25 15:06:00,315.755
2024-04-25 15:07:00,314.712
2024-04-25 15:08:00,315.247
2024-04-25 15:09:00,317.549
2024-04-25 15:10:00,317.23
2024-04-25 15:11:00,315.496
2024-04-25 15:12:00,315.104
2024-04-25 15:13:00,315.608
2024-04-25 15:14:00,315.247
2024-04-25 15:15:00,316.903
2024-04-25 15:16:00,317.845
2024-04-25 15:17:00,314.925
2024-04-25 15:18:00,314.71
2024-04-25 15:19:00,315.928
2024-04-25 15:20:00,315.854
2024-04-25 15:21:00,316.809
2024-04-25 15:22:00,318.068
2024-04-25 15:23:00,317.929
2024-04-25 15:24:00,315.392
2024-04-25 15:25:00,320.762
2024-04-25 15:26:00,320.954
2024-04-25 15:27:00,316.209
2024-04-25 15:28:00,318.222
2024-04-25 15:29:00,317.577
2024-04-25 15:30:00,316.356
2024-04-25 15:31:00,317.026
2024-04-25 15:32:00,316.243
2024-04-25 15:33:00,315.169
2024-04-25 15:34:00,324.111
2024-04-25 15:35:00,321.714
2024-04-25 15:36:00,315.306
2024-04-25 15:37:00,323.36
2024-04-25 15:38:00,315.196
2024-04-25 15:39:00,317.134
2024-04-25 15:40:00,318.965
2024-04-25 15:41:00,315.963
2024-04-25 15:42:00,314.702
2024-04-25 15:43:00,315.963
2024-04-25 15:44:00,317.447
2024-04-25 15:45:00,318.592
2024-04-25 15:46:00,316.164
2024-04-25 15:47:00,320.526
2024-04-25 15:48:00,320.803
2024-04-25 15:49:00,315.685
2024-04-25 15:50:00,317.117
2024-04-25 15:51:00,322.052
2024-04-25 15:52:00,322.265
2024-04-25 15:53:00,317.335
2024-04-25 15:54:00,321.033
2024-04-25 15:55:00,321.994
2024-04-25 15:56:00,317.972
2024-04-25 15:57:00,313.969
2024-04-25 15:58:00,315.628
2024-04-25 15:59:00,316.105
2024-04-25 16:00:00,316.054
2024-04-25 16:01:00,317.191
2024-04-25 16:02:00,316.691
2024-04-25 16:03:00,324.161
2024-04-25 16:04:00,323.584
2024-04-25 16:05:00,317.426
2024-04-25 16:06:00,316.793
2024-04-25 16:07:00,316.389
2024-04-25 16:08:00,317.513
2024-04-25 16:09:00,319.383
2024-04-25 16:10:00,319.062
2024-04-25 16:11:00,314.862
2024-04-25 16:12:00,313.79
2024-04-25 16:13:00,323.734
2024-04-25 16:14:00,325.281
2024-04-25 16:15:00,318.147
2024-04-25 16:16:00,316.504
2024-04-25 16:17:00,316.665
2024-04-25 16:18:00,315.796
2024-04-25 16:19:00,314.991
2024-04-25 16:20:00,316.737
2024-04-25 16:21:00,317.325
2024-04-25 16:22:00,317.273
2024-04-25 16:23:00,320.201
2024-04-25 16:24:00,317.458
2024-04-25 16:25:00,315.178
2024-04-25 16:26:00,317.8
2024-04-25 16:27:00,317.462
2024-04-25 16:28:00,310.176
2024-04-25 16:29:00,317.299
2024-04-25 16:30:00,317.107
2024-04-25 16:31:00,315.831
2024-04-25 16:32:00,316.773
2024-04-25 16:33:00,315.516
2024-04-25 16:34:00,316.434
2024-04-25 16:35:00,316.488
2024-04-25 16:36:00,316.117
2024-04-25 16:37:00,315.308
2024-04-25 16:38:00,315.288
2024-04-25 16:39:00,314.649
2024-04-25 16:40:00,313.578
2024-04-25 16:41:00,314.688
2024-04-25 16:42:00,316.378
2024-04-25 16:43:00,319.382
2024-04-25 16:44:00,323.998
2024-04-25 16:45:00,319.543
2024-04-25 16:46:00,318.032
2024-04-25 16:47:00,316.658
2024-04-25 16:48:00,318.357
2024-04-25 16:49:00,321.94
2024-04-25 16:50:00,322.397
2024-04-25 16:51:00,321.606
2024-04-25 16:52:00,321.5
2024-04-25 16:53:00,315.981
2024-04-25 16:54:00,315.16
2024-04-25 16:55:00,321.675
2024-04-25 16:56:00,321.375
2024-04-25 16:57:00,317.14
2024-04-25 16:58:00,318.087
2024-04-25 16:59:00,320.34
2024-04-25 17:00:00,320.908
2024-04-25 17:01:00,319.998
2024-04-25 17:02:00,319.726
2024-04-25 17:03:00,322.291
2024-04-25 17:04:00,323.455
2024-04-25 17:05:00,321.741
2024-04-25 17:06:00,316.795
2024-04-25 17:07:00,320.354
2024-04-25 17:08:00,322.01
2024-04-25 17:09:00,317.2
2024-04-25 17:10:00,315.651
2024-04-25 17:11:00,319.997
2024-04-25 17:12:00,318.178
2024-04-25 17:13:00,314.013
2024-04-25 17:14:00,313.793
2024-04-25 17:15:00,313.575
2024-04-25 17:16:00,316.067
2024-04-25 17:17:00,320.473
2024-04-25 17:18:00,314.081
2024-04-25 17:19:00,314.681
2024-04-25 17:20:00,320.493
2024-04-25 17:21:00,317.556
2024-04-25 17:22:00,322.672
2024-04-25 17:23:00,329.107
2024-04-25 17:24:00,327.765
2024-04-25 17:25:00,319.743
2024-04-25 17:26:00,315.87
2024-04-25 17:27:00,315.72
2024-04-25 17:28:00,313.697
2024-04-25 17:29:00,314.187
2024-04-25 17:30:00,315.395
2024-04-25 17:31:00,316.823
2024-04-25 17:32:00,319.197
2024-04-25 17:33:00,319.003
2024-04-25 17:34:00,316.383
2024-04-25 17:35:00,319.169
2024-04-25 17:36:00,319.689
2024-04-25 17:37:00,317.945
2024-04-25 17:38:00,319.271
2024-04-25 17:39:00,316.501
2024-04-25 17:40:00,316.107
2024-04-25 17:41:00,319.211
2024-04-25 17:42:00,318.753
2024-04-25 17:43:00,314.113
2024-04-25 17:44:00,316.165
2024-04-25 17:45:00,318.332
2024-04-25 17:46:00,316.921
2024-04-25 17:47:00,316.574
2024-04-25 17:48:00,316.408
2024-04-25 17:49:00,309.728
2024-04-25 17:50:00,315.457
2024-04-25 17:51:00,317.186
2024-04-25 17:52:00,317.666
2024-04-25 17:53:00,316.533
2024-04-25 17:54:00,314.848
2024-04-25 17:55:00,315.697
2024-04-25 17:56:00,317.533
2024-04-25 17:57:00,316.172
2024-04-25 17:58:00,315.216
2024-04-25 17:59:00,315.528
2024-04-25 18:00:00,316.582
2024-04-25 18:01:00,318.15
2024-04-25 18:02:00,322.996
2024-04-25 18:03:00,320.166
2024-04-25 18:04:00,314.902
2024-04-25 18:05:00,316.798
2024-04-25 18:06:00,315.685
2024-04-25 18:07:00,316.404
2024-04-25 18:08:00,316.56
2024-04-25 18:09:00,315.443
2024-04-25 18:10:00,315.814
2024-04-25 18:11:00,314.576
2024-04-25 18:12:00,314.442
2024-04-25 18:13:00,316.286
2024-04-25 18:14:00,318.471
2024-04-25 18:15:00,318.601
2024-04-25 18:16:00,310.5
2024-04-25 18:17:00,307.935
2024-04-25 18:18:00,318.742
2024-04-25 18:19:00,319.281
2024-04-25 18:20:00,314.418
2024-04-25 18:21:00,315.741
2024-04-25 18:22:00,316.977
2024-04-25 18:23:00,316.012
2024-04-25 18:24:00,321.118
2024-04-25 18:25:00,321.432
2024-04-25 18:26:00,315.27
2024-04-25 18:27:00,317.118
2024-04-25 18:28:00,317.076
2024-04-25 18:29:00,317.627
2024-04-25 18:30:00,317.651
2024-04-25 18:31:00,316.213
2024-04-25 18:32:00,316.398
2024-04-25 18:33:00,315.733
2024-04-25 18:34:00,320.084
2024-04-25 18:35:00,319.133
2024-04-25 18:36:00,316.128
2024-04-25 18:37:00,317.286
2024-04-25 18:38:00,318.145
2024-04-25 18:39:00,315.505
2024-04-25 18:40:00,314.185
2024-04-25 18:41:00,315.334
2024-04-25 18:42:00,315.697
2024-04-25 18:43:00,315.647
2024-04-25 18:44:00,316.326
2024-04-25 18:45:00,315.91
2024-04-25 18:46:00,316.387
2024-04-25 18:47:00,318.454
2024-04-25 18:48:00,317.186
2024-04-25 18:49:00,320.105
2024-04-25 18:50:00,320.509
2024-04-25 18:51:00,312.862
2024-04-25 18:52:00,314.824
2024-04-25 18:53:00,314.399
2024-04-25 18:54:00,315.597
2024-04-25 18:55:00,316.348
2024-04-25 18:56:00,320.613
2024-04-25 18:57:00,320.042
2024-04-25 18:58:00,317.267
2024-04-25 18:59:00,316.83
2024-04-25 19:00:00,304.646
2024-04-25 19:01:00,312.974
2024-04-25 19:02:00,316.505
2024-04-25 19:03:00,315.812
2024-04-25 19:04:00,317.664
2024-04-25 19:05:00,324.995
2024-04-25 19:06:00,322.032
2024-04-25 19:07:00,319.355
2024-04-25 19:08:00,317.462
2024-04-25 19:09:00,317.657
2024-04-25 19:10:00,316.757
2024-04-25 19:11:00,315.397
2024-04-25 19:12:00,315.5
2024-04-25 19:13:00,317.702
2024-04-25 19:14:00,318.164
2024-04-25 19:15:00,318.872
2024-04-25 19:16:00,319.085
2024-04-25 19:17:00,318.402
2024-04-25 19:18:00,317.527
2024-04-25 19:19:00,317.126
2024-04-25 19:20:00,315.272
2024-04-25 19:21:00,316.898
2024-04-25 19:22:00,317.628
2024-04-25 19:23:00,315.469
2024-04-25 19:24:00,315.776
2024-04-25 19:25:00,315.11
2024-04-25 19:26:00,314.52
2024-04-25 19:27:00,310.039
2024-04-25 19:28:00,314.414
2024-04-25 19:29:00,318.252
2024-04-25 19:30:00,321.283
2024-04-25 19:31:00,318.07
2024-04-25 19:32:00,315.549
2024-04-25 19:33:00,309.286
2024-04-25 19:34:00,316.652
2024-04-25 19:35:00,319.814
2024-04-25 19:36:00,316.857
2024-04-25 19:37:00,315.758
2024-04-25 19:38:00,316.276
2024-04-25 19:39:00,318.697
2024-04-25 19:40:00,316.851
2024-04-25 19:41:00,316.548
2024-04-25 19:42:00,306.499
2024-04-25 19:43:00,312.195
2024-04-25 19:44:00,320.517
2024-04-25 19:45:00,316.492
2024-04-25 19:46:00,316.929
2024-04-25 19:47:00,310.12
2024-04-25 19:48:00,310.501
2024-04-25 19:49:00,315.978
2024-04-25 19:50:00,315.3
2024-04-25 19:51:00,317.208
2024-04-25 19:52:00,316.197
2024-04-25 19:53:00,317.024
2024-04-25 19:54:00,317.308
2024-04-25 19:55:00,315.883
2024-04-25 19:56:00,314.891
2024-04-25 19:57:00,316.888
2024-04-25 19:58:00,315.862
2024-04-25 19:59:00,320.327
2024-04-25 20:00:00,322.181
2024-04-25 20:01:00,316.356
2024-04-25 20:02:00,308.233
2024-04-25 20:03:00,308.948
2024-04-25 20:04:00,314.227
2024-04-25 20:05:00,315.686
2024-04-25 20:06:00,316.956
2024-04-25 20:07:00,318.109
2024-04-25 20:08:00,315.144
2024-04-25 20:09:00,309.269
2024-04-25 20:10:00,308.405
2024-04-25 20:11:00,314.254
2024-04-25 20:12:00,315.493
2024-04-25 20:13:00,317.392
2024-04-25 20:14:00,318.597
2024-04-25 20:15:00,316.791
2024-04-25 20:16:00,316.156
2024-04-25 20:17:00,315.788
2024-04-25 20:18:00,309.23
2024-04-25 20:19:00,314.445
2024-04-25 20:20:00,316.383
2024-04-25 20:21:00,317.362
2024-04-25 20:22:00,319.058
2024-04-25 20:23:00,316.42
2024-04-25 20:24:00,314.797
2024-04-25 20:25:00,316.818
2024-04-25 20:26:00,318.18
2024-04-25 20:27:00,316.23
2024-04-25 20:28:00,308.982
2024-04-25 20:29:00,314.042
2024-04-25 20:30:00,315.704
2024-04-25 20:31:00,317.468
2024-04-25 20:32:00,317.096
2024-04-25 20:33:00,316.164
2024-04-25 20:34:00,316.97
2024-04-25 20:35:00,317.165
2024-04-25 20:36:00,315.264
2024-04-25 20:37:00,308.845
2024-04-25 20:38:00,304.309
2024-04-25 20:39:00,315.087
2024-04-25 20:40:00,317.104
2024-04-25 20:41:00,316.605
2024-04-25 20:42:00,316.859
2024-04-25 20:43:00,317.048
2024-04-25 20:44:00,314.992
2024-04-25 20:45:00,315.485
2024-04-25 20:46:00,315.119
2024-04-25 20:47:00,308.908
2024-04-25 20:48:00,314.918
2024-04-25 20:49:00,316.652
2024-04-25 20:50:00,317.998
2024-04-25 20:51:00,318.843
2024-04-25 20:52:00,306.549
2024-04-25 20:53:00,314.929
2024-04-25 20:54:00,317.909
2024-04-25 20:55:00,316.93
2024-04-25 20:56:00,315.864
2024-04-25 20:57:00,315.934
2024-04-25 20:58:00,316.24
2024-04-25 20:59:00,314.796
2024-04-25 21:00:00,318.54
2024-04-25 21:01:00,319.019
2024-04-25 21:02:00,315.696
2024-04-25 21:03:00,318.342
2024-04-25 21:04:00,317.774
2024-04-25 21:05:00,315.315
2024-04-25 21:06:00,304.525
2024-04-25 21:07:00,308.591
2024-04-25 21:08:00,317.508
2024-04-25 21:09:00,319.042
2024-04-25 21:10:00,317.831
2024-04-25 21:11:00,315.102
2024-04-25 21:12:00,315.278
2024-04-25 21:13:00,316.846
2024-04-25 21:14:00,317.761
2024-04-25 21:15:00,319.797
2024-04-25 21:16:00,319.38
2024-04-25 21:17:00,314.086
2024-04-25 21:18:00,314.138
2024-04-25 21:19:00,311.023
2024-04-25 21:20:00,316.376
2024-04-25 21:21:00,318.031
2024-04-25 21:22:00,316.32
2024-04-25 21:23:00,315.089
2024-04-25 21:24:00,316.473
2024-04-25 21:25:00,315.19
2024-04-25 21:26:00,315.804
2024-04-25 21:27:00,317.207
2024-04-25 21:28:00,315.417
2024-04-25 21:29:00,309.594
2024-04-25 21:30:00,309.64
2024-04-25 21:31:00,319.92
2024-04-25 21:32:00,319.747
2024-04-25 21:33:00,315.775
2024-04-25 21:34:00,315.881
2024-04-25 21:35:00,314.805
2024-04-25 21:36:00,315.664
2024-04-25 21:37:00,315.368
2024-04-25 21:38:00,315.576
2024-04-25 21:39:00,318.123
2024-04-25 21:40:00,317.27
2024-04-25 21:41:00,315.694
2024-04-25 21:42:00,316.875
2024-04-25 21:43:00,316.723
2024-04-25 21:44:00,305.235
2024-04-25 21:45:00,316.388
2024-04-25 21:46:00,318.354
2024-04-25 21:47:00,315.374
2024-04-25 21:48:00,315.978
2024-04-25 21:49:00,317.852
2024-04-25 21:50:00,310.772
2024-04-25 21:51:00,313.929
2024-04-25 21:52:00,318.689
2024-04-25 21:53:00,321.179
2024-04-25 21:54:00,321.775
2024-04-25 21:55:00,315.316
2024-04-25 21:56:00,309.72
2024-04-25 21:57:00,313.859
2024-04-25 21:58:00,320.878
2024-04-25 21:59:00,317.675
2024-04-25 22:00:00,318.639
